DesignIndex,RadiusSetId,RadiusSet_um,TargetFillFactor,MinDistanceFactor,Seed,IslandCount,ActualFillFactor,TopKPeakRatio,PeakBackgroundRatioPenalty,HazeRisk,HazeRiskPenalty,Objective
131,2,[0.8 1.2 1.8],0.3,1.2,1,365,0.20469970703125,0.675402443638219,0.195834704105896,0.14360625421181,0.00141175886416636,0.751003384396114
161,2,[0.8 1.2 1.8],0.35,1.2,1,365,0.20469970703125,0.675402443638219,0.195834704105896,0.14360625421181,0.00141175886416636,0.751003384396114
191,2,[0.8 1.2 1.8],0.4,1.2,1,365,0.20469970703125,0.675402443638219,0.195834704105896,0.14360625421181,0.00141175886416636,0.751003384396114
221,2,[0.8 1.2 1.8],0.45,1.2,1,366,0.20572021484375,0.675402443638219,0.195834704105896,0.14360625421181,0.00141175886416636,0.751003384396114
22,1,[1 1.5],0.3,1.5,2,342,0.1748876953125,0.676940450686985,0.193297267365198,0.14303909231294,0.0013694601579992,0.751441795054801
52,1,[1 1.5],0.35,1.5,2,342,0.1748876953125,0.676940450686985,0.193297267365198,0.14303909231294,0.0013694601579992,0.751441795054801
82,1,[1 1.5],0.4,1.5,2,342,0.1748876953125,0.676940450686985,0.193297267365198,0.14303909231294,0.0013694601579992,0.751441795054801
112,1,[1 1.5],0.45,1.5,2,342,0.1748876953125,0.676940450686985,0.193297267365198,0.14303909231294,0.0013694601579992,0.751441795054801
406,4,[0.6 1 1.4 1.8],0.35,1.2,6,363,0.18104248046875,0.684386857365737,0.175782622947024,0.14021605232549,0.00116848964733944,0.751753223633892
436,4,[0.6 1 1.4 1.8],0.4,1.2,6,363,0.18104248046875,0.684386857365737,0.175782622947024,0.14021605232549,0.00116848964733944,0.751753223633892
466,4,[0.6 1 1.4 1.8],0.45,1.2,6,363,0.18104248046875,0.684386857365737,0.175782622947024,0.14021605232549,0.00116848964733944,0.751753223633892
493,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,3,238,0.1680859375,0.6878624628812,0.15582243644323,0.151898415436499,0.00210364784686069,0.752918554870634
523,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,3,238,0.1680859375,0.6878624628812,0.15582243644323,0.151898415436499,0.00210364784686069,0.752918554870634
553,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,3,238,0.1680859375,0.6878624628812,0.15582243644323,0.151898415436499,0.00210364784686069,0.752918554870634
583,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,3,238,0.1680859375,0.6878624628812,0.15582243644323,0.151898415436499,0.00210364784686069,0.752918554870634
376,4,[0.6 1 1.4 1.8],0.3,1.2,6,362,0.180732421875,0.685744442226139,0.176880380672076,0.140338890572262,0.00117690273984458,0.753537089160588
24,1,[1 1.5],0.3,1.5,4,336,0.17204345703125,0.686126913013246,0.180038717510891,0.142580359836301,0.00133571868557292,0.755819057569922
54,1,[1 1.5],0.35,1.5,4,336,0.17204345703125,0.686126913013246,0.180038717510891,0.142580359836301,0.00133571868557292,0.755819057569922
84,1,[1 1.5],0.4,1.5,4,337,0.17274658203125,0.686126913013246,0.180038717510891,0.142580359836301,0.00133571868557292,0.755819057569922
114,1,[1 1.5],0.45,1.5,4,337,0.17274658203125,0.686126913013246,0.180038717510891,0.142580359836301,0.00133571868557292,0.755819057569922
377,4,[0.6 1 1.4 1.8],0.3,1.2,7,360,0.19210693359375,0.684719251087733,0.192147367264274,0.133955838222514,0.000779691903939528,0.755869289149927
407,4,[0.6 1 1.4 1.8],0.35,1.2,7,361,0.192216796875,0.684719251087733,0.192147367264274,0.133955838222514,0.000779691903939528,0.755869289149927
437,4,[0.6 1 1.4 1.8],0.4,1.2,7,363,0.1926416015625,0.684719251087733,0.192147367264274,0.133955838222514,0.000779691903939528,0.755869289149927
467,4,[0.6 1 1.4 1.8],0.45,1.2,7,363,0.1926416015625,0.684719251087733,0.192147367264274,0.133955838222514,0.000779691903939528,0.755869289149927
148,2,[0.8 1.2 1.8],0.3,1.5,8,231,0.1258984375,0.692135665804963,0.163032924826318,0.144975825552366,0.00151655343790916,0.756779956683721
178,2,[0.8 1.2 1.8],0.35,1.5,8,231,0.1258984375,0.692135665804963,0.163032924826318,0.144975825552366,0.00151655343790916,0.756779956683721
208,2,[0.8 1.2 1.8],0.4,1.5,8,231,0.1258984375,0.692135665804963,0.163032924826318,0.144975825552366,0.00151655343790916,0.756779956683721
238,2,[0.8 1.2 1.8],0.45,1.5,8,231,0.1258984375,0.692135665804963,0.163032924826318,0.144975825552366,0.00151655343790916,0.756779956683721
494,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,4,243,0.18737548828125,0.691301407011722,0.164173122453223,0.14673470910105,0.00165663934118952,0.757045196576298
524,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,4,243,0.18737548828125,0.691301407011722,0.164173122453223,0.14673470910105,0.00165663934118952,0.757045196576298
554,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,4,243,0.18737548828125,0.691301407011722,0.164173122453223,0.14673470910105,0.00165663934118952,0.757045196576298
584,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,4,243,0.18737548828125,0.691301407011722,0.164173122453223,0.14673470910105,0.00165663934118952,0.757045196576298
371,4,[0.6 1 1.4 1.8],0.3,1.2,1,365,0.19321533203125,0.683227824534163,0.19869238679801,0.140183238837992,0.00116624738550694,0.758601396841001
401,4,[0.6 1 1.4 1.8],0.35,1.2,1,365,0.19321533203125,0.683227824534163,0.19869238679801,0.140183238837992,0.00116624738550694,0.758601396841001
431,4,[0.6 1 1.4 1.8],0.4,1.2,1,366,0.19383544921875,0.683227824534163,0.19869238679801,0.140183238837992,0.00116624738550694,0.758601396841001
461,4,[0.6 1 1.4 1.8],0.45,1.2,1,367,0.1948388671875,0.683227824534163,0.19869238679801,0.140183238837992,0.00116624738550694,0.758601396841001
26,1,[1 1.5],0.3,1.5,6,331,0.1685205078125,0.685637171920477,0.19300060752686,0.13953742855672,0.00112255514360837,0.75880016027292
56,1,[1 1.5],0.35,1.5,6,331,0.1685205078125,0.685637171920477,0.19300060752686,0.13953742855672,0.00112255514360837,0.75880016027292
86,1,[1 1.5],0.4,1.5,6,331,0.1685205078125,0.685637171920477,0.19300060752686,0.13953742855672,0.00112255514360837,0.75880016027292
116,1,[1 1.5],0.45,1.5,6,331,0.1685205078125,0.685637171920477,0.19300060752686,0.13953742855672,0.00112255514360837,0.75880016027292
145,2,[0.8 1.2 1.8],0.3,1.5,5,230,0.12698486328125,0.69411182687999,0.160084118873257,0.148112164188885,0.0017706666220633,0.758994601595947
175,2,[0.8 1.2 1.8],0.35,1.5,5,230,0.12698486328125,0.69411182687999,0.160084118873257,0.148112164188885,0.0017706666220633,0.758994601595947
205,2,[0.8 1.2 1.8],0.4,1.5,5,230,0.12698486328125,0.69411182687999,0.160084118873257,0.148112164188885,0.0017706666220633,0.758994601595947
235,2,[0.8 1.2 1.8],0.45,1.5,5,230,0.12698486328125,0.69411182687999,0.160084118873257,0.148112164188885,0.0017706666220633,0.758994601595947
140,2,[0.8 1.2 1.8],0.3,1.2,10,354,0.18432373046875,0.690260352834705,0.184160510047586,0.135322989155849,0.000857910817487058,0.759006085438795
170,2,[0.8 1.2 1.8],0.35,1.2,10,355,0.18452392578125,0.690260352834705,0.184160510047586,0.135322989155849,0.000857910817487058,0.759006085438795
200,2,[0.8 1.2 1.8],0.4,1.2,10,355,0.18452392578125,0.690260352834705,0.184160510047586,0.135322989155849,0.000857910817487058,0.759006085438795
230,2,[0.8 1.2 1.8],0.45,1.2,10,356,0.18472900390625,0.690260352834705,0.184160510047586,0.135322989155849,0.000857910817487058,0.759006085438795
90,1,[1 1.5],0.4,1.5,10,336,0.16507568359375,0.681939447721323,0.20315915011305,0.140650696996459,0.00119839363550054,0.759037118438393
120,1,[1 1.5],0.45,1.5,10,336,0.16507568359375,0.681939447721323,0.20315915011305,0.140650696996459,0.00119839363550054,0.759037118438393
497,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,7,240,0.18881591796875,0.691368370820672,0.172413276074522,0.145277473337874,0.00154013853919744,0.759413710142742
527,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,7,241,0.18982421875,0.691368370820672,0.172413276074522,0.145277473337874,0.00154013853919744,0.759413710142742
557,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,7,241,0.18982421875,0.691368370820672,0.172413276074522,0.145277473337874,0.00154013853919744,0.759413710142742
587,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,7,241,0.18982421875,0.691368370820672,0.172413276074522,0.145277473337874,0.00154013853919744,0.759413710142742
27,1,[1 1.5],0.3,1.5,7,336,0.17553955078125,0.685593879558311,0.207168802185671,0.133045748431506,0.000729695358901105,0.761751437117801
57,1,[1 1.5],0.35,1.5,7,337,0.17625,0.685593879558311,0.207168802185671,0.133045748431506,0.000729695358901105,0.761751437117801
87,1,[1 1.5],0.4,1.5,7,337,0.17625,0.685593879558311,0.207168802185671,0.133045748431506,0.000729695358901105,0.761751437117801
117,1,[1 1.5],0.45,1.5,7,337,0.17625,0.685593879558311,0.207168802185671,0.133045748431506,0.000729695358901105,0.761751437117801
262,3,[0.8 1.2 1.6 2],0.3,1.5,2,191,0.12552978515625,0.699836432654867,0.155510400048413,0.150296764143021,0.00195929192774143,0.764061532310518
292,3,[0.8 1.2 1.6 2],0.35,1.5,2,191,0.12552978515625,0.699836432654867,0.155510400048413,0.150296764143021,0.00195929192774143,0.764061532310518
322,3,[0.8 1.2 1.6 2],0.4,1.5,2,191,0.12552978515625,0.699836432654867,0.155510400048413,0.150296764143021,0.00195929192774143,0.764061532310518
352,3,[0.8 1.2 1.6 2],0.45,1.5,2,191,0.12552978515625,0.699836432654867,0.155510400048413,0.150296764143021,0.00195929192774143,0.764061532310518
146,2,[0.8 1.2 1.8],0.3,1.5,6,230,0.12545654296875,0.698737366475472,0.168672738440804,0.141888115069675,0.00128559827745297,0.764200816317018
176,2,[0.8 1.2 1.8],0.35,1.5,6,230,0.12545654296875,0.698737366475472,0.168672738440804,0.141888115069675,0.00128559827745297,0.764200816317018
206,2,[0.8 1.2 1.8],0.4,1.5,6,231,0.126474609375,0.698737366475472,0.168672738440804,0.141888115069675,0.00128559827745297,0.764200816317018
236,2,[0.8 1.2 1.8],0.45,1.5,6,231,0.126474609375,0.698737366475472,0.168672738440804,0.141888115069675,0.00128559827745297,0.764200816317018
60,1,[1 1.5],0.35,1.5,10,335,0.16437255859375,0.686114826647184,0.209126886345606,0.138896974503851,0.00108004907011141,0.764709482218703
380,4,[0.6 1 1.4 1.8],0.3,1.2,10,355,0.16972900390625,0.695385169087052,0.188115960365119,0.133897626597243,0.000776444410329635,0.765107977266492
410,4,[0.6 1 1.4 1.8],0.35,1.2,10,355,0.16972900390625,0.695385169087052,0.188115960365119,0.133897626597243,0.000776444410329635,0.765107977266492
440,4,[0.6 1 1.4 1.8],0.4,1.2,10,355,0.16972900390625,0.695385169087052,0.188115960365119,0.133897626597243,0.000776444410329635,0.765107977266492
470,4,[0.6 1 1.4 1.8],0.45,1.2,10,356,0.16984619140625,0.695385169087052,0.188115960365119,0.133897626597243,0.000776444410329635,0.765107977266492
265,3,[0.8 1.2 1.6 2],0.3,1.5,5,188,0.1251318359375,0.697495105914295,0.160734079200968,0.153893838409924,0.00229067186791366,0.765205392974202
295,3,[0.8 1.2 1.6 2],0.35,1.5,5,189,0.12533203125,0.697495105914295,0.160734079200968,0.153893838409924,0.00229067186791366,0.765205392974202
325,3,[0.8 1.2 1.6 2],0.4,1.5,5,189,0.12533203125,0.697495105914295,0.160734079200968,0.153893838409924,0.00229067186791366,0.765205392974202
355,3,[0.8 1.2 1.6 2],0.45,1.5,5,189,0.12533203125,0.697495105914295,0.160734079200968,0.153893838409924,0.00229067186791366,0.765205392974202
505,5,[0.8 1 1.4 1.8 2.2],0.3,1.5,5,164,0.121796875,0.69430981024564,0.161544638527981,0.159752262221603,0.00288577261889738,0.76527929682492
535,5,[0.8 1 1.4 1.8 2.2],0.35,1.5,5,164,0.121796875,0.69430981024564,0.161544638527981,0.159752262221603,0.00288577261889738,0.76527929682492
565,5,[0.8 1 1.4 1.8 2.2],0.4,1.5,5,164,0.121796875,0.69430981024564,0.161544638527981,0.159752262221603,0.00288577261889738,0.76527929682492
595,5,[0.8 1 1.4 1.8 2.2],0.45,1.5,5,164,0.121796875,0.69430981024564,0.161544638527981,0.159752262221603,0.00288577261889738,0.76527929682492
30,1,[1 1.5],0.3,1.5,10,334,0.163662109375,0.687139117856711,0.207816632725199,0.139032653430612,0.00108898541052186,0.76531986636314
142,2,[0.8 1.2 1.8],0.3,1.5,2,237,0.13082763671875,0.696976097142644,0.176368703140219,0.143605919935103,0.00141173374446681,0.765763811964055
172,2,[0.8 1.2 1.8],0.35,1.5,2,238,0.1310302734375,0.696976097142644,0.176368703140219,0.143605919935103,0.00141173374446681,0.765763811964055
202,2,[0.8 1.2 1.8],0.4,1.5,2,239,0.13123046875,0.696976097142644,0.176368703140219,0.143605919935103,0.00141173374446681,0.765763811964055
232,2,[0.8 1.2 1.8],0.45,1.5,2,239,0.13123046875,0.696976097142644,0.176368703140219,0.143605919935103,0.00141173374446681,0.765763811964055
388,4,[0.6 1 1.4 1.8],0.3,1.5,8,231,0.119140625,0.701496286871086,0.177712369811546,0.138878031772034,0.00107880435727236,0.769089638091489
418,4,[0.6 1 1.4 1.8],0.35,1.5,8,231,0.119140625,0.701496286871086,0.177712369811546,0.138878031772034,0.00107880435727236,0.769089638091489
448,4,[0.6 1 1.4 1.8],0.4,1.5,8,231,0.119140625,0.701496286871086,0.177712369811546,0.138878031772034,0.00107880435727236,0.769089638091489
478,4,[0.6 1 1.4 1.8],0.45,1.5,8,232,0.1192529296875,0.701496286871086,0.177712369811546,0.138878031772034,0.00107880435727236,0.769089638091489
385,4,[0.6 1 1.4 1.8],0.3,1.5,5,230,0.11712158203125,0.702648713491444,0.172842677458068,0.140655397122221,0.00119871907383058,0.76913724597092
415,4,[0.6 1 1.4 1.8],0.35,1.5,5,230,0.11712158203125,0.702648713491444,0.172842677458068,0.140655397122221,0.00119871907383058,0.76913724597092
445,4,[0.6 1 1.4 1.8],0.4,1.5,5,230,0.11712158203125,0.702648713491444,0.172842677458068,0.140655397122221,0.00119871907383058,0.76913724597092
475,4,[0.6 1 1.4 1.8],0.45,1.5,5,230,0.11712158203125,0.702648713491444,0.172842677458068,0.140655397122221,0.00119871907383058,0.76913724597092
263,3,[0.8 1.2 1.6 2],0.3,1.5,3,190,0.12484130859375,0.702075783693176,0.169066574146575,0.146365860471382,0.00162674975865422,0.769382833437748
293,3,[0.8 1.2 1.6 2],0.35,1.5,3,190,0.12484130859375,0.702075783693176,0.169066574146575,0.146365860471382,0.00162674975865422,0.769382833437748
323,3,[0.8 1.2 1.6 2],0.4,1.5,3,190,0.12484130859375,0.702075783693176,0.169066574146575,0.146365860471382,0.00162674975865422,0.769382833437748
353,3,[0.8 1.2 1.6 2],0.45,1.5,3,190,0.12484130859375,0.702075783693176,0.169066574146575,0.146365860471382,0.00162674975865422,0.769382833437748
268,3,[0.8 1.2 1.6 2],0.3,1.5,8,193,0.13425048828125,0.700383676649069,0.180537408502112,0.140588563932182,0.00119409567323566,0.769542247990987
298,3,[0.8 1.2 1.6 2],0.35,1.5,8,194,0.1344580078125,0.700383676649069,0.180537408502112,0.140588563932182,0.00119409567323566,0.769542247990987
328,3,[0.8 1.2 1.6 2],0.4,1.5,8,194,0.1344580078125,0.700383676649069,0.180537408502112,0.140588563932182,0.00119409567323566,0.769542247990987
358,3,[0.8 1.2 1.6 2],0.45,1.5,8,194,0.1344580078125,0.700383676649069,0.180537408502112,0.140588563932182,0.00119409567323566,0.769542247990987
149,2,[0.8 1.2 1.8],0.3,1.5,9,230,0.13138427734375,0.698378103243191,0.186876975065164,0.144390586835589,0.00147131409684335,0.771141615000216
179,2,[0.8 1.2 1.8],0.35,1.5,9,230,0.13138427734375,0.698378103243191,0.186876975065164,0.144390586835589,0.00147131409684335,0.771141615000216
209,2,[0.8 1.2 1.8],0.4,1.5,9,230,0.13138427734375,0.698378103243191,0.186876975065164,0.144390586835589,0.00147131409684335,0.771141615000216
239,2,[0.8 1.2 1.8],0.45,1.5,9,230,0.13138427734375,0.698378103243191,0.186876975065164,0.144390586835589,0.00147131409684335,0.771141615000216
502,5,[0.8 1 1.4 1.8 2.2],0.3,1.5,2,155,0.10749755859375,0.705172524265279,0.169866487687423,0.146298857415517,0.00162134938143706,0.772732541863062
532,5,[0.8 1 1.4 1.8 2.2],0.35,1.5,2,155,0.10749755859375,0.705172524265279,0.169866487687423,0.146298857415517,0.00162134938143706,0.772732541863062
562,5,[0.8 1 1.4 1.8 2.2],0.4,1.5,2,156,0.1090185546875,0.705172524265279,0.169866487687423,0.146298857415517,0.00162134938143706,0.772732541863062
592,5,[0.8 1 1.4 1.8 2.2],0.45,1.5,2,156,0.1090185546875,0.705172524265279,0.169866487687423,0.146298857415517,0.00162134938143706,0.772732541863062
267,3,[0.8 1.2 1.6 2],0.3,1.5,7,194,0.13695556640625,0.7006797368172,0.191269245310806,0.13989819954408,0.00114686024142144,0.77335827388309
297,3,[0.8 1.2 1.6 2],0.35,1.5,7,195,0.138203125,0.7006797368172,0.191269245310806,0.13989819954408,0.00114686024142144,0.77335827388309
327,3,[0.8 1.2 1.6 2],0.4,1.5,7,195,0.138203125,0.7006797368172,0.191269245310806,0.13989819954408,0.00114686024142144,0.77335827388309
357,3,[0.8 1.2 1.6 2],0.45,1.5,7,195,0.138203125,0.7006797368172,0.191269245310806,0.13989819954408,0.00114686024142144,0.77335827388309
382,4,[0.6 1 1.4 1.8],0.3,1.5,2,237,0.119560546875,0.702928763610896,0.188112278710646,0.140664135649065,0.00119932424987937,0.774764682409019
412,4,[0.6 1 1.4 1.8],0.35,1.5,2,238,0.119677734375,0.702928763610896,0.188112278710646,0.140664135649065,0.00119932424987937,0.774764682409019
442,4,[0.6 1 1.4 1.8],0.4,1.5,2,239,0.11978759765625,0.702928763610896,0.188112278710646,0.140664135649065,0.00119932424987937,0.774764682409019
472,4,[0.6 1 1.4 1.8],0.45,1.5,2,239,0.11978759765625,0.702928763610896,0.188112278710646,0.140664135649065,0.00119932424987937,0.774764682409019
491,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,1,243,0.1770068359375,0.707287296640882,0.18117995849798,0.135392285638096,0.000861975023312272,0.775010157231736
521,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,1,243,0.1770068359375,0.707287296640882,0.18117995849798,0.135392285638096,0.000861975023312272,0.775010157231736
551,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,1,243,0.1770068359375,0.707287296640882,0.18117995849798,0.135392285638096,0.000861975023312272,0.775010157231736
581,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,1,243,0.1770068359375,0.707287296640882,0.18117995849798,0.135392285638096,0.000861975023312272,0.775010157231736
269,3,[0.8 1.2 1.6 2],0.3,1.5,9,197,0.13150146484375,0.700204750788455,0.188853803684792,0.147817521076789,0.00174595669088001,0.775033365532532
299,3,[0.8 1.2 1.6 2],0.35,1.5,9,197,0.13150146484375,0.700204750788455,0.188853803684792,0.147817521076789,0.00174595669088001,0.775033365532532
329,3,[0.8 1.2 1.6 2],0.4,1.5,9,197,0.13150146484375,0.700204750788455,0.188853803684792,0.147817521076789,0.00174595669088001,0.775033365532532
359,3,[0.8 1.2 1.6 2],0.45,1.5,9,197,0.13150146484375,0.700204750788455,0.188853803684792,0.147817521076789,0.00174595669088001,0.775033365532532
386,4,[0.6 1 1.4 1.8],0.3,1.5,6,230,0.1132421875,0.707508929503073,0.19371701423137,0.133042880037091,0.000729540399975228,0.778957586483929
416,4,[0.6 1 1.4 1.8],0.35,1.5,6,231,0.11426025390625,0.707508929503073,0.19371701423137,0.133042880037091,0.000729540399975228,0.778957586483929
446,4,[0.6 1 1.4 1.8],0.4,1.5,6,231,0.11426025390625,0.707508929503073,0.19371701423137,0.133042880037091,0.000729540399975228,0.778957586483929
476,4,[0.6 1 1.4 1.8],0.45,1.5,6,231,0.11426025390625,0.707508929503073,0.19371701423137,0.133042880037091,0.000729540399975228,0.778957586483929
266,3,[0.8 1.2 1.6 2],0.3,1.5,6,187,0.1231982421875,0.711721773929667,0.185893027353218,0.134628039073307,0.000817683437886639,0.780872750692727
296,3,[0.8 1.2 1.6 2],0.35,1.5,6,187,0.1231982421875,0.711721773929667,0.185893027353218,0.134628039073307,0.000817683437886639,0.780872750692727
326,3,[0.8 1.2 1.6 2],0.4,1.5,6,187,0.1231982421875,0.711721773929667,0.185893027353218,0.134628039073307,0.000817683437886639,0.780872750692727
356,3,[0.8 1.2 1.6 2],0.45,1.5,6,187,0.1231982421875,0.711721773929667,0.185893027353218,0.134628039073307,0.000817683437886639,0.780872750692727
509,5,[0.8 1 1.4 1.8 2.2],0.3,1.5,9,157,0.1151611328125,0.704885970655125,0.194017221014885,0.146992747577813,0.00167771120385709,0.78118055402962
539,5,[0.8 1 1.4 1.8 2.2],0.35,1.5,9,158,0.1157666015625,0.704885970655125,0.194017221014885,0.146992747577813,0.00167771120385709,0.78118055402962
569,5,[0.8 1 1.4 1.8 2.2],0.4,1.5,9,158,0.1157666015625,0.704885970655125,0.194017221014885,0.146992747577813,0.00167771120385709,0.78118055402962
599,5,[0.8 1 1.4 1.8 2.2],0.45,1.5,9,158,0.1157666015625,0.704885970655125,0.194017221014885,0.146992747577813,0.00167771120385709,0.78118055402962
147,2,[0.8 1.2 1.8],0.3,1.5,7,231,0.13265625,0.706841838906125,0.20249785095019,0.135244327789273,0.000853309004203147,0.781982631759708
177,2,[0.8 1.2 1.8],0.35,1.5,7,231,0.13265625,0.706841838906125,0.20249785095019,0.135244327789273,0.000853309004203147,0.781982631759708
207,2,[0.8 1.2 1.8],0.4,1.5,7,231,0.13265625,0.706841838906125,0.20249785095019,0.135244327789273,0.000853309004203147,0.781982631759708
237,2,[0.8 1.2 1.8],0.45,1.5,7,231,0.13265625,0.706841838906125,0.20249785095019,0.135244327789273,0.000853309004203147,0.781982631759708
150,2,[0.8 1.2 1.8],0.3,1.5,10,231,0.12012451171875,0.712842969557479,0.186800538215933,0.134654034618969,0.0008191708074686,0.782319011970399
180,2,[0.8 1.2 1.8],0.35,1.5,10,231,0.12012451171875,0.712842969557479,0.186800538215933,0.134654034618969,0.0008191708074686,0.782319011970399
210,2,[0.8 1.2 1.8],0.4,1.5,10,231,0.12012451171875,0.712842969557479,0.186800538215933,0.134654034618969,0.0008191708074686,0.782319011970399
240,2,[0.8 1.2 1.8],0.45,1.5,10,231,0.12012451171875,0.712842969557479,0.186800538215933,0.134654034618969,0.0008191708074686,0.782319011970399
389,4,[0.6 1 1.4 1.8],0.3,1.5,9,230,0.12077880859375,0.706975142836538,0.202908490141638,0.138423292252281,0.00104913916320048,0.783238810202114
419,4,[0.6 1 1.4 1.8],0.35,1.5,9,230,0.12077880859375,0.706975142836538,0.202908490141638,0.138423292252281,0.00104913916320048,0.783238810202114
449,4,[0.6 1 1.4 1.8],0.4,1.5,9,230,0.12077880859375,0.706975142836538,0.202908490141638,0.138423292252281,0.00104913916320048,0.783238810202114
479,4,[0.6 1 1.4 1.8],0.45,1.5,9,230,0.12077880859375,0.706975142836538,0.202908490141638,0.138423292252281,0.00104913916320048,0.783238810202114
270,3,[0.8 1.2 1.6 2],0.3,1.5,10,194,0.1234423828125,0.71445655776657,0.188719920340589,0.137559914530307,0.000993954254078235,0.785478301156167
300,3,[0.8 1.2 1.6 2],0.35,1.5,10,195,0.1236474609375,0.71445655776657,0.188719920340589,0.137559914530307,0.000993954254078235,0.785478301156167
330,3,[0.8 1.2 1.6 2],0.4,1.5,10,195,0.1236474609375,0.71445655776657,0.188719920340589,0.137559914530307,0.000993954254078235,0.785478301156167
360,3,[0.8 1.2 1.6 2],0.45,1.5,10,195,0.1236474609375,0.71445655776657,0.188719920340589,0.137559914530307,0.000993954254078235,0.785478301156167
144,2,[0.8 1.2 1.8],0.3,1.5,4,233,0.1318408203125,0.711891655233914,0.204485617449795,0.133216928440591,0.000738972789512054,0.787156485288902
174,2,[0.8 1.2 1.8],0.35,1.5,4,233,0.1318408203125,0.711891655233914,0.204485617449795,0.133216928440591,0.000738972789512054,0.787156485288902
204,2,[0.8 1.2 1.8],0.4,1.5,4,233,0.1318408203125,0.711891655233914,0.204485617449795,0.133216928440591,0.000738972789512054,0.787156485288902
234,2,[0.8 1.2 1.8],0.45,1.5,4,233,0.1318408203125,0.711891655233914,0.204485617449795,0.133216928440591,0.000738972789512054,0.787156485288902
503,5,[0.8 1 1.4 1.8 2.2],0.3,1.5,3,153,0.1056396484375,0.716663618839251,0.191923575477585,0.134683733204607,0.000820871705425271,0.787941228783533
533,5,[0.8 1 1.4 1.8 2.2],0.35,1.5,3,153,0.1056396484375,0.716663618839251,0.191923575477585,0.134683733204607,0.000820871705425271,0.787941228783533
563,5,[0.8 1 1.4 1.8 2.2],0.4,1.5,3,153,0.1056396484375,0.716663618839251,0.191923575477585,0.134683733204607,0.000820871705425271,0.787941228783533
593,5,[0.8 1 1.4 1.8 2.2],0.45,1.5,3,153,0.1056396484375,0.716663618839251,0.191923575477585,0.134683733204607,0.000820871705425271,0.787941228783533
351,3,[0.8 1.2 1.6 2],0.45,1.5,1,193,0.13603759765625,0.718399327896697,0.189842401736697,0.133028032292903,0.000728738545124813,0.788487861230164
261,3,[0.8 1.2 1.6 2],0.3,1.5,1,192,0.1352392578125,0.719072418960729,0.1902926031364,0.132932241589381,0.000723575950667284,0.789292709811806
291,3,[0.8 1.2 1.6 2],0.35,1.5,1,192,0.1352392578125,0.719072418960729,0.1902926031364,0.132932241589381,0.000723575950667284,0.789292709811806
321,3,[0.8 1.2 1.6 2],0.4,1.5,1,192,0.1352392578125,0.719072418960729,0.1902926031364,0.132932241589381,0.000723575950667284,0.789292709811806
507,5,[0.8 1 1.4 1.8 2.2],0.3,1.5,7,155,0.1103173828125,0.713253295154148,0.20514309574073,0.135201059359513,0.000850783008929099,0.789307293708049
537,5,[0.8 1 1.4 1.8 2.2],0.35,1.5,7,155,0.1103173828125,0.713253295154148,0.20514309574073,0.135201059359513,0.000850783008929099,0.789307293708049
567,5,[0.8 1 1.4 1.8 2.2],0.4,1.5,7,156,0.1118310546875,0.713253295154148,0.20514309574073,0.135201059359513,0.000850783008929099,0.789307293708049
597,5,[0.8 1 1.4 1.8 2.2],0.45,1.5,7,156,0.1118310546875,0.713253295154148,0.20514309574073,0.135201059359513,0.000850783008929099,0.789307293708049
143,2,[0.8 1.2 1.8],0.3,1.5,3,232,0.1181640625,0.714732277549898,0.202085917185893,0.134224049802516,0.000794742365836411,0.789436060394143
173,2,[0.8 1.2 1.8],0.35,1.5,3,232,0.1181640625,0.714732277549898,0.202085917185893,0.134224049802516,0.000794742365836411,0.789436060394143
203,2,[0.8 1.2 1.8],0.4,1.5,3,233,0.11836181640625,0.714732277549898,0.202085917185893,0.134224049802516,0.000794742365836411,0.789436060394143
233,2,[0.8 1.2 1.8],0.45,1.5,3,233,0.11836181640625,0.714732277549898,0.202085917185893,0.134224049802516,0.000794742365836411,0.789436060394143
383,4,[0.6 1 1.4 1.8],0.3,1.5,3,232,0.10900390625,0.716003548539092,0.201944184608958,0.13424713522087,0.00079604450892519,0.790664235696853
413,4,[0.6 1 1.4 1.8],0.35,1.5,3,233,0.10911376953125,0.716003548539092,0.201944184608958,0.13424713522087,0.00079604450892519,0.790664235696853
443,4,[0.6 1 1.4 1.8],0.4,1.5,3,233,0.10911376953125,0.716003548539092,0.201944184608958,0.13424713522087,0.00079604450892519,0.790664235696853
