DesignIndex,RadiusSetId,RadiusSet_um,TargetFillFactor,MinDistanceFactor,Seed,IslandCount,ActualFillFactor,TopKPeakRatio,PeakBackgroundRatioPenalty,HazeRisk,HazeRiskPenalty,Objective
212,2,[0.8 1.2 1.8],0.45,1,2,508,0.28199462890625,0.619393604760399,0.146264865005975,0.164957102862129,0.00347206468995186,0.68794663096225
248,3,[0.8 1.2 1.6 2],0.3,1,8,411,0.2932666015625,0.621294359027213,0.136033364139898,0.167953439258345,0.00383415634196749,0.688076818186014
278,3,[0.8 1.2 1.6 2],0.35,1,8,411,0.2932666015625,0.621294359027213,0.136033364139898,0.167953439258345,0.00383415634196749,0.688076818186014
308,3,[0.8 1.2 1.6 2],0.4,1,8,411,0.2932666015625,0.621294359027213,0.136033364139898,0.167953439258345,0.00383415634196749,0.688076818186014
338,3,[0.8 1.2 1.6 2],0.45,1,8,413,0.2947216796875,0.621294359027213,0.136033364139898,0.167953439258345,0.00383415634196749,0.688076818186014
122,2,[0.8 1.2 1.8],0.3,1,2,507,0.2815478515625,0.620643425454114,0.142823102279848,0.165490532729727,0.0035352131240596,0.688307576872358
152,2,[0.8 1.2 1.8],0.35,1,2,507,0.2815478515625,0.620643425454114,0.142823102279848,0.165490532729727,0.0035352131240596,0.688307576872358
3,1,[1 1.5],0.3,1,3,593,0.299736328125,0.621824913935108,0.164903353863425,0.14822834046489,0.00178045734934011,0.688443374534007
126,2,[0.8 1.2 1.8],0.3,1,6,516,0.28823974609375,0.623748556277811,0.154293985557277,0.153590861341783,0.00226176211396021,0.689060261792659
156,2,[0.8 1.2 1.8],0.35,1,6,516,0.28823974609375,0.623748556277811,0.154293985557277,0.153590861341783,0.00226176211396021,0.689060261792659
186,2,[0.8 1.2 1.8],0.4,1,6,516,0.28823974609375,0.623748556277811,0.154293985557277,0.153590861341783,0.00226176211396021,0.689060261792659
216,2,[0.8 1.2 1.8],0.45,1,6,516,0.28823974609375,0.623748556277811,0.154293985557277,0.153590861341783,0.00226176211396021,0.689060261792659
249,3,[0.8 1.2 1.6 2],0.3,1,9,412,0.28412353515625,0.621844599944553,0.126351761612386,0.174000644953607,0.00461961782260228,0.689165805621899
279,3,[0.8 1.2 1.6 2],0.35,1,9,412,0.28412353515625,0.621844599944553,0.126351761612386,0.174000644953607,0.00461961782260228,0.689165805621899
4,1,[1 1.5],0.3,1,4,595,0.29958251953125,0.624360907936261,0.162998101800003,0.148217497923069,0.00177954245469169,0.69030795583972
9,1,[1 1.5],0.3,1,9,589,0.29921630859375,0.622092338781278,0.167524330285408,0.15001463664003,0.00193439540234513,0.690397831392896
127,2,[0.8 1.2 1.8],0.3,1,7,509,0.29289794921875,0.628450457416792,0.153247881050451,0.148305858095677,0.00178700514342876,0.691022241501594
157,2,[0.8 1.2 1.8],0.35,1,7,510,0.2933544921875,0.628450457416792,0.153247881050451,0.148305858095677,0.00178700514342876,0.691022241501594
187,2,[0.8 1.2 1.8],0.4,1,7,510,0.2933544921875,0.628450457416792,0.153247881050451,0.148305858095677,0.00178700514342876,0.691022241501594
217,2,[0.8 1.2 1.8],0.45,1,7,510,0.2933544921875,0.628450457416792,0.153247881050451,0.148305858095677,0.00178700514342876,0.691022241501594
368,4,[0.6 1 1.4 1.8],0.3,1,8,515,0.25842041015625,0.628827015788977,0.147846755911492,0.15547387544004,0.00244441257553008,0.69279544323565
398,4,[0.6 1 1.4 1.8],0.35,1,8,516,0.25903564453125,0.628827015788977,0.147846755911492,0.15547387544004,0.00244441257553008,0.69279544323565
428,4,[0.6 1 1.4 1.8],0.4,1,8,516,0.25903564453125,0.628827015788977,0.147846755911492,0.15547387544004,0.00244441257553008,0.69279544323565
458,4,[0.6 1 1.4 1.8],0.45,1,8,516,0.25903564453125,0.628827015788977,0.147846755911492,0.15547387544004,0.00244441257553008,0.69279544323565
302,3,[0.8 1.2 1.6 2],0.4,1,2,409,0.27323974609375,0.626562902924351,0.128662730331462,0.172642971917746,0.00443690508012635,0.693779383940994
332,3,[0.8 1.2 1.6 2],0.45,1,2,411,0.2746826171875,0.626562902924351,0.128662730331462,0.172642971917746,0.00443690508012635,0.693779383940994
392,4,[0.6 1 1.4 1.8],0.35,1,2,508,0.2615869140625,0.625146767373216,0.151394958625088,0.163154485905118,0.00326287849133933,0.694449395348693
422,4,[0.6 1 1.4 1.8],0.4,1,2,508,0.2615869140625,0.625146767373216,0.151394958625088,0.163154485905118,0.00326287849133933,0.694449395348693
452,4,[0.6 1 1.4 1.8],0.45,1,2,508,0.2615869140625,0.625146767373216,0.151394958625088,0.163154485905118,0.00326287849133933,0.694449395348693
